assignment_id,case_id,artifact_id,study_family,case_type,review_phase,reviewer_slot,reviewer_id,assignment_status,peer_response_visibility,released_data_boundary
ext-art-079-risk::a,ext-art-079-risk,ext-art-079,agent_skills,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-079-risk::b,ext-art-079-risk,ext-art-079,agent_skills,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-080-bnd::a,ext-art-080-bnd,ext-art-080,agent_skills,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-080-bnd::b,ext-art-080-bnd,ext-art-080,agent_skills,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-080-neg::a,ext-art-080-neg,ext-art-080,agent_skills,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-080-neg::b,ext-art-080-neg,ext-art-080,agent_skills,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-080-pos::a,ext-art-080-pos,ext-art-080,agent_skills,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-080-pos::b,ext-art-080-pos,ext-art-080,agent_skills,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-080-risk::a,ext-art-080-risk,ext-art-080,agent_skills,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-080-risk::b,ext-art-080-risk,ext-art-080,agent_skills,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-130-bnd::a,ext-art-130-bnd,ext-art-130,mcp_and_tool_recipes,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-130-bnd::b,ext-art-130-bnd,ext-art-130,mcp_and_tool_recipes,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-130-neg::a,ext-art-130-neg,ext-art-130,mcp_and_tool_recipes,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-130-neg::b,ext-art-130-neg,ext-art-130,mcp_and_tool_recipes,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-130-pos::a,ext-art-130-pos,ext-art-130,mcp_and_tool_recipes,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-130-pos::b,ext-art-130-pos,ext-art-130,mcp_and_tool_recipes,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-130-risk::a,ext-art-130-risk,ext-art-130,mcp_and_tool_recipes,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-130-risk::b,ext-art-130-risk,ext-art-130,mcp_and_tool_recipes,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-131-bnd::a,ext-art-131-bnd,ext-art-131,mcp_and_tool_recipes,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-131-bnd::b,ext-art-131-bnd,ext-art-131,mcp_and_tool_recipes,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-131-neg::a,ext-art-131-neg,ext-art-131,mcp_and_tool_recipes,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-131-neg::b,ext-art-131-neg,ext-art-131,mcp_and_tool_recipes,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-131-pos::a,ext-art-131-pos,ext-art-131,mcp_and_tool_recipes,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-131-pos::b,ext-art-131-pos,ext-art-131,mcp_and_tool_recipes,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-131-risk::a,ext-art-131-risk,ext-art-131,mcp_and_tool_recipes,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-131-risk::b,ext-art-131-risk,ext-art-131,mcp_and_tool_recipes,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-137-bnd::a,ext-art-137-bnd,ext-art-137,mcp_and_tool_recipes,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-137-bnd::b,ext-art-137-bnd,ext-art-137,mcp_and_tool_recipes,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-137-neg::a,ext-art-137-neg,ext-art-137,mcp_and_tool_recipes,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-137-neg::b,ext-art-137-neg,ext-art-137,mcp_and_tool_recipes,negative_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-137-pos::a,ext-art-137-pos,ext-art-137,mcp_and_tool_recipes,positive_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-137-pos::b,ext-art-137-pos,ext-art-137,mcp_and_tool_recipes,positive_trigger,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-137-risk::a,ext-art-137-risk,ext-art-137,mcp_and_tool_recipes,risk_constraint,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-137-risk::b,ext-art-137-risk,ext-art-137,mcp_and_tool_recipes,risk_constraint,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-139-bnd::a,ext-art-139-bnd,ext-art-139,mcp_and_tool_recipes,boundary_clarification,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-139-bnd::b,ext-art-139-bnd,ext-art-139,mcp_and_tool_recipes,boundary_clarification,pilot_after_calibration_lock,b,rater_002,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
ext-art-139-neg::a,ext-art-139-neg,ext-art-139,mcp_and_tool_recipes,negative_trigger,pilot_after_calibration_lock,a,rater_001,reserved_pending_external_reviewer,hidden_until_independent_review_complete,metadata_only_no_contact_payment_or_private_source_data
